satellite_id,timestamp,orbit_error_m,clock_error_ns,radial_error_m,ephemeris_age_hours
G16,2025-07-10 12:30:00,30156716.873391576,11910882.041381493,-17356428.6494575,0.5
G17,2025-07-10 12:30:00,48366046.20023337,-23658552.754605446,-43926496.721048124,0.5
G18,2025-07-10 12:30:00,37756713.768083274,9626579.98263392,-26697080.668934304,0.5
G19,2025-07-10 12:30:00,24771021.491446707,4568555.910285356,-11707820.447904706,0.5
G20,2025-07-10 12:30:00,34842830.887476,-326319.63246372546,-22774104.456050314,0.5
G21,2025-07-10 12:30:00,21980445.424125977,44053815.33268066,-9094730.832185116,0.5
G22,2025-07-10 12:30:00,12094486.659818685,1305326.8555222747,-3215547.4928863016,0.5
G23,2025-07-10 12:30:00,50742751.18841788,8973932.371586934,-48691315.115169466,0.5
G24,2025-07-10 12:30:00,40922959.29078808,13542468.001797104,-31628534.170967296,0.5
G25,2025-07-10 12:30:00,22440745.85939661,-2121124.64034258,-9129898.044153837,0.5
G26,2025-07-10 12:30:00,23644641.50501038,4079041.6202916196,-10160744.881351192,0.5
G27,2025-07-10 12:30:00,26914264.49630168,326327.72348395974,,0.5044444444444445
G28,2025-07-10 12:30:00,36359272.26012077,-3915889.445720208,-24879068.062701713,0.4955555555555556
G29,2025-07-10 12:30:00,32350718.639812876,6852819.649376088,-19809679.6103442,0.5
G30,2025-07-10 12:30:00,28313272.3142372,14847752.33464499,-14858333.731134241,0.5
G31,2025-07-10 12:30:00,31276039.332380805,2121098.8173480593,-18046703.978724502,0.5044444444444445
G32,2025-07-10 12:30:00,28529071.573472496,16968875.920459673,-15538849.791519338,0.5
G01,2025-07-10 12:45:00,35951417.65303659,11910847.666852927,-24334389.292060867,0.25666666666666665
G02,2025-07-10 12:45:00,31387861.656728294,12889835.889736895,-19017357.800269604,0.7544444444444445
G03,2025-07-10 12:45:00,35036921.414710596,-1957957.684994664,-23243523.084891953,0.75
G04,2025-07-10 12:45:00,48996207.3054685,6037003.671364139,-45123165.460851416,0.75
G05,2025-07-10 12:45:00,33128793.468586773,-1305284.4144499942,-20788598.411373116,0.75
G06,2025-07-10 12:45:00,38663847.75888212,-22516394.110826924,-28169144.769305117,0.75
G07,2025-07-10 12:45:00,42475498.95271887,-6363368.0605473155,-33652342.04445198,0.75
G08,2025-07-10 12:45:00,20624006.7397362,1957972.3751120393,-8367657.305169338,0.75
G09,2025-07-10 12:45:00,27854504.916972864,11258197.109057536,-14705312.421698403,0.75
G10,2025-07-10 12:45:00,46333226.3953191,-14521432.47602313,-40744494.99088227,0.75
G11,2025-07-10 12:45:00,6984792.532695376,12889828.025181772,-983393.370378742,0.75
G12,2025-07-10 12:45:00,33356634.823742155,-1957942.1789640249,-21075442.754329804,0.75
G13,2025-07-10 12:45:00,13120322.929136816,-326299.53905679786,-3295161.637033348,0.7544444444444445
G14,2025-07-10 12:45:00,23664332.189771257,6852820.56558367,-10506654.4190034,0.75
G15,2025-07-10 12:45:00,51136754.54547341,5710653.679998682,-49057332.38018554,0.75
G16,2025-07-10 12:45:00,30516158.819768965,11910881.5173575,-17788516.486354757,0.75
G17,2025-07-10 12:45:00,48395083.26645649,-23658552.408436358,-43949880.69970287,0.75
G18,2025-07-10 12:45:00,40116716.03019122,9626581.564241588,-30158067.738275625,0.75
G19,2025-07-10 12:45:00,27193740.454493098,4568552.72402029,-14094251.248306802,0.75
G20,2025-07-10 12:45:00,32770121.414082434,-326319.02113614377,-20145466.409060407,0.75
G21,2025-07-10 12:45:00,20752056.27813721,44053815.38656973,-8105737.549019346,0.75
G22,2025-07-10 12:45:00,9791865.165514521,1305324.7331456752,-2254903.66206532,0.75
G23,2025-07-10 12:45:00,49573493.801183656,8973930.81217826,-46473935.720283486,0.75
G24,2025-07-10 12:45:00,44476438.58824897,13542462.9746084,-37239179.13885511,0.75
G25,2025-07-10 12:45:00,25513048.593725696,-2121127.0527433576,-11902652.40880838,0.75
G26,2025-07-10 12:45:00,24751217.73471632,4079040.194965749,-11151515.344178695,0.75
G27,2025-07-10 12:45:00,26917034.627704486,326331.7210879753,,0.7544444444444445
G28,2025-07-10 12:45:00,39074504.47250275,-3915889.131688266,-28736101.28606703,0.24555555555555555
G29,2025-07-10 12:45:00,32320703.506289683,6852818.467935868,-19773398.682125933,0.75
G30,2025-07-10 12:45:00,33107184.9633965,14847751.87733,-20424489.064421825,0.75
G31,2025-07-10 12:45:00,35045760.162990205,2121101.8255505436,-22799499.684826028,0.7544444444444445
G32,2025-07-10 12:45:00,29536220.354636166,16968873.383892633,-16641823.30237849,0.75
G01,2025-07-10 13:00:00,39065686.66188133,11910847.529202206,-28728083.877694916,0.5066666666666667
G02,2025-07-10 13:00:00,17739264.25555335,12889816.585178446,-6458395.565299591,1.0
G03,2025-07-10 13:00:00,36325105.22223424,-1957958.6260233636,-24973304.888430897,1.0
G04,2025-07-10 13:00:00,49888094.180617094,6037004.523373309,-46770609.32067719,1.0
G05,2025-07-10 13:00:00,32565111.11418649,-1305286.051379539,-20103403.704334266,1.0
G06,2025-07-10 13:00:00,36288844.538865134,-22516393.95720581,-24810556.49876603,1.0
G07,2025-07-10 13:00:00,44928764.84345231,-6363367.2040195335,-37666598.82820922,1.0
G08,2025-07-10 13:00:00,17235672.163107596,1957972.2258222247,-5944590.691260916,0.9955555555555555
G09,2025-07-10 13:00:00,25903155.62588723,11258196.199071793,-12726844.78559902,1.0
G10,2025-07-10 13:00:00,45157110.2054094,-14521435.597009005,-38729735.47133588,1.0
G11,2025-07-10 13:00:00,8590869.770939747,12889827.847927192,-1459494.7144179007,1.0
G12,2025-07-10 13:00:00,36846052.35515037,-1957944.053247345,-25737219.695549674,0.9955555555555555
G13,2025-07-10 13:00:00,13097781.194892986,-326305.14468675986,-3392194.727451359,1.0
G14,2025-07-10 13:00:00,21815907.08553701,6852818.880962158,-8896417.47394754,1.0
G15,2025-07-10 13:00:00,50558874.29405406,5710651.345865128,-47901086.522189334,1.0
G16,2025-07-10 13:00:00,30438968.034096897,11910880.128272528,-17717524.979592487,1.0
G17,2025-07-10 13:00:00,45868348.345705666,-23658553.28825998,-39554255.757379465,0.9955555555555555
G18,2025-07-10 13:00:00,41792682.783702135,9626583.079181591,-32742777.500867136,1.0
G19,2025-07-10 13:00:00,29354288.97657035,4568549.404574962,-16411144.984115105,1.0
G20,2025-07-10 13:00:00,30324210.583263148,-326317.7422876523,-17253648.68502871,1.0
G21,2025-07-10 13:00:00,20302674.235934023,44053815.46442827,-7757628.57033622,1.0
G22,2025-07-10 13:00:00,8072586.174446,1305321.5723602194,-1652644.6384946627,1.0
G23,2025-07-10 13:00:00,48263031.09956037,8973929.185192373,-44048678.47522079,1.0
G24,2025-07-10 13:00:00,36410250.630776085,13542454.127520977,-25073766.36786713,0.9955555555555555
G25,2025-07-10 13:00:00,28182640.052979983,-2121129.085157266,-14604038.829001091,1.0
G26,2025-07-10 13:00:00,26521088.050539818,4079039.166103719,-12856775.780152032,1.0
G27,2025-07-10 13:00:00,26907841.908905055,326338.3546502442,,0.9911111111111112
G28,2025-07-10 13:00:00,41773788.193619244,-3915889.0332095353,-32845471.756493397,0.0044444444444444444
G29,2025-07-10 13:00:00,32625217.941674426,6852817.447269316,-20143020.91633624,1.0
G30,2025-07-10 13:00:00,37422607.65625474,14847751.755603045,-26174087.56476575,1.0
G31,2025-07-10 13:00:00,39706656.78382863,2121105.0312328613,-29428904.31419352,1.0
G32,2025-07-10 13:00:00,30221272.32714582,16968870.939505972,-17413433.241329193,1.0
G01,2025-07-10 13:15:00,44360577.76864207,11910847.508629281,-37031947.787400715,0.75
G02,2025-07-10 13:15:00,14131215.50791146,12889811.685528066,-4236735.087361207,0.75
G03,2025-07-10 13:15:00,35296053.70027107,-1957959.7798298171,-23509020.809066173,0.75
G04,2025-07-10 13:15:00,48868544.775044136,6037007.166593971,-44853493.69176139,0.75
G05,2025-07-10 13:15:00,25503474.68776081,-1305295.555184095,-12426470.22527919,0.75
G06,2025-07-10 13:15:00,38530383.231357515,-22516394.406688906,-27976239.92428552,0.75
G07,2025-07-10 13:15:00,40073232.153018855,-6363367.978261184,-29934203.172267534,0.75
G08,2025-07-10 13:15:00,19898999.05628902,1957970.4758621377,-7798671.830476889,0.7455555555555555
G09,2025-07-10 13:15:00,21508825.540953055,11258197.040430097,-8800426.727068827,0.75
G10,2025-07-10 13:15:00,45514963.215119936,-14521435.937297536,-39377787.915976286,0.75
G11,2025-07-10 13:15:00,21217876.05254893,12889827.603362253,-8549513.985805666,0.75
G12,2025-07-10 13:15:00,38389694.30017997,-1957946.5271264783,-27920836.51022798,0.7455555555555555
G13,2025-07-10 13:15:00,13326441.910673592,-326307.6987161811,-3521964.231008878,0.75
G14,2025-07-10 13:15:00,21190140.803789724,6852816.503539152,-8378045.379048959,0.75
G15,2025-07-10 13:15:00,52418594.75672384,5710654.66593029,-51549876.23986077,0.75
G16,2025-07-10 13:15:00,34820070.371008456,11747714.031088714,-23162908.91396717,0.75
G17,2025-07-10 13:15:00,46136842.738014504,-23658552.47442116,-39986530.71514077,0.7455555555555555
G18,2025-07-10 13:15:00,44583410.832330406,9626585.688671166,-37288792.542221144,0.75
G19,2025-07-10 13:15:00,36366035.98631513,4568556.045885406,-25143052.608029377,0.75
G20,2025-07-10 13:15:00,19031541.88318261,-326315.40505221084,-6812882.513815945,0.75
G21,2025-07-10 13:15:00,27865862.65592603,44053815.24631081,-14614554.972237987,0.75
G22,2025-07-10 13:15:00,4836545.057960844,1305318.526348207,-834067.1561461996,0.75
G23,2025-07-10 13:15:00,46776638.86506638,8973928.033429287,-41376591.01058792,0.75
G24,2025-07-10 13:15:00,39419220.68618843,13542449.800684594,-29272470.403069157,0.7455555555555555
G25,2025-07-10 13:15:00,29006354.104033086,-2121129.5247376403,-15547596.373118795,0.75
G26,2025-07-10 13:15:00,23304166.612552598,4079038.770362237,-9801821.53552543,0.75
G27,2025-07-10 13:15:00,26894523.56365104,326342.092581798,,0.7411111111111112
G28,2025-07-10 13:15:00,44291529.90436319,-3915888.9167924677,-36925569.039707735,0.2544444444444444
G29,2025-07-10 13:15:00,29318641.07261199,6852817.134091704,-16294326.929072559,0.75
G30,2025-07-10 13:15:00,35309890.69366031,14847751.604384596,-23289062.20514314,0.75
G31,2025-07-10 13:15:00,42693596.53028091,2121107.990502038,-34114006.858811826,0.75
G32,2025-07-10 13:15:00,31904266.978109147,16968870.29743314,-19387131.122225568,0.75
G01,2025-07-10 13:30:00,46908687.3491206,11910847.50618154,-41405169.31264162,0.5
G02,2025-07-10 13:30:00,12446195.475420723,12889806.890874533,-3315447.670879801,0.5
G03,2025-07-10 13:30:00,37106325.654023066,-1957959.6474114123,-25966993.411119975,0.5
G04,2025-07-10 13:30:00,48954653.16602835,6037008.224435165,-45008146.7859377,0.5
G05,2025-07-10 13:30:00,22664628.31176287,-1305297.0857594938,-9840286.156109344,0.5
G06,2025-07-10 13:30:00,35985058.37101066,-22516394.2724706,-24401443.280819677,0.5
G07,2025-07-10 13:30:00,42696557.573332205,-6363367.868423413,-33978081.04558299,0.5
G08,2025-07-10 13:30:00,22359414.375095095,1957968.4547446722,-9745569.309081014,0.4955555555555556
G09,2025-07-10 13:30:00,19111408.973107502,11258196.136668827,-6957856.015657539,0.5
G10,2025-07-10 13:30:00,43986472.08560544,-14521439.211640436,-36790539.574121386,0.5
G11,2025-07-10 13:30:00,25485381.96603615,12889827.18645896,-12297022.507845778,0.5
G12,2025-07-10 13:30:00,39836275.08303319,-1957949.0035828932,-30042485.823697396,0.4955555555555556
G13,2025-07-10 13:30:00,14213800.504392952,-326310.0646581618,-3992910.6574857095,0.5
G14,2025-07-10 13:30:00,20791664.287638735,6852814.814157951,-8046021.511883289,0.5
G15,2025-07-10 13:30:00,51808585.98477816,5710652.27704251,-50319800.123018496,0.5
G16,2025-07-10 13:30:00,33623561.4167413,11747711.301692037,-21622143.34833394,0.5
G17,2025-07-10 13:30:00,46617247.06547862,-23658551.531424545,-40792654.91195603,0.4955555555555556
G18,2025-07-10 13:30:00,44831924.27508012,9626586.930027556,-37712976.98575598,0.5
G19,2025-07-10 13:30:00,37949036.56125136,4568552.620399458,-27393091.092252806,0.5
G20,2025-07-10 13:30:00,15326252.498012962,-326314.59039312147,-4438656.063171507,0.5
G21,2025-07-10 13:30:00,29466518.921315953,44053815.344100386,-16341839.496737158,0.5
G22,2025-07-10 13:30:00,1222856.5867916078,1305314.8628413905,-372521.52778641,0.5
G23,2025-07-10 13:30:00,45457945.09478022,8973926.454294847,-39073895.32744235,0.5
G24,2025-07-10 13:30:00,41957003.36356788,13542445.865587227,-33053217.205009893,0.4955555555555556
G25,2025-07-10 13:30:00,30695169.846073747,-2121131.041835689,-17438805.063931953,0.5
G26,2025-07-10 13:30:00,26066752.042262986,4079038.274403698,-12386856.214749513,0.5
G27,2025-07-10 13:30:00,26875587.063420054,326345.61754197313,,0.4911111111111111
G28,2025-07-10 13:30:00,47112537.01764231,-3915889.186969913,-41780649.54524928,0.5
G29,2025-07-10 13:30:00,30098477.86425083,6852816.474871369,-17160111.00370033,0.5
G30,2025-07-10 13:30:00,38983637.67732522,14847751.370965514,-28432086.867412988,0.5
G31,2025-07-10 13:30:00,45378668.84828545,2121111.044051524,-38615449.95171902,0.5
G32,2025-07-10 13:30:00,30703958.952144306,16968868.002130434,-17961446.36024912,0.5
G01,2025-07-10 13:45:00,48976554.76071424,11910847.540811567,-45133436.24889942,0.25
G02,2025-07-10 13:45:00,13545751.736815033,12889802.772946283,-3763197.908168233,0.25
G03,2025-07-10 13:45:00,38711471.56255489,-1957959.2880300737,-28243923.935045846,0.25
G04,2025-07-10 13:45:00,48762059.99689261,6037009.313082565,-44652959.399353504,0.25
G05,2025-07-10 13:45:00,19488453.733928643,-1305298.443628216,-7301066.24403123,0.25
G06,2025-07-10 13:45:00,33599244.79536144,-22516394.015168242,-21272871.462844018,0.25
G07,2025-07-10 13:45:00,44596766.05457364,-6363366.826888634,-37040780.28367574,0.25
G08,2025-07-10 13:45:00,24533082.349123653,1957966.09894006,-11652833.247941874,0.24555555555555555
G09,2025-07-10 13:45:00,17227355.668991853,11258195.306647958,-5656988.377392531,0.25
G10,2025-07-10 13:45:00,42444666.79736694,-14521442.359967792,-34263398.949829146,0.25
G11,2025-07-10 13:45:00,29623777.50482538,12889826.728167323,-16584354.78137331,0.25
G12,2025-07-10 13:45:00,41101594.73155922,-1957951.7381093153,-31954682.205279417,0.24555555555555555
G13,2025-07-10 13:45:00,15596500.489902921,-326312.7533468486,-4775533.17648331,0.25
G14,2025-07-10 13:45:00,21164407.06555098,6852813.225147456,-8328185.515132188,0.25
G15,2025-07-10 13:45:00,51009058.665547006,5710650.402119307,-48747887.78958518,0.25
G16,2025-07-10 13:45:00,32085186.828530513,11747708.150130518,-19705980.146218896,0.25
G17,2025-07-10 13:45:00,47271997.064124234,-23658549.76343731,-41919874.98211311,0.24555555555555555
G18,2025-07-10 13:45:00,44347170.281259894,9626587.99894868,-36911002.72984891,0.25
G19,2025-07-10 13:45:00,39240215.20030716,4568549.359885783,-29297804.763990875,0.25
G20,2025-07-10 13:45:00,11644540.681231419,-326313.84931450087,-2591369.917916506,0.25
G21,2025-07-10 13:45:00,31355259.51553196,44053815.41789644,-18504281.04297057,0.25
G22,2025-07-10 13:45:00,3819838.5281908168,1305311.5040159808,-563074.8110215706,0.25
G23,2025-07-10 13:45:00,44287530.42353486,8973924.864946192,-37083976.488438435,0.25
G24,2025-07-10 13:45:00,43949467.581617154,13542442.390710372,-36166752.102463536,0.24555555555555555
G25,2025-07-10 13:45:00,31959434.71517541,-2121132.0453759725,-18921101.160775367,0.25
G26,2025-07-10 13:45:00,28858773.15058965,4079038.2009259732,-15303357.966487218,0.25
G27,2025-07-10 13:45:00,26851337.282208186,326348.8706457999,,0.2411111111111111
G28,2025-07-10 13:45:00,48725518.39003955,-3915889.1285954146,-44691060.942652866,0.25
G29,2025-07-10 13:45:00,31156420.830545403,6852815.433535877,-18371789.696598507,0.25
G30,2025-07-10 13:45:00,41996008.53942037,14847751.483013473,-33021583.975205567,0.25
G31,2025-07-10 13:45:00,47642049.114992924,2121114.173490623,-42621480.85842465,0.25
G32,2025-07-10 13:45:00,29056057.68061311,16968865.941758066,-16088558.495124605,0.25
G01,2025-07-10 14:00:00,50488934.87416803,11910847.522556089,-47961797.146136455,0.0
G02,2025-07-10 14:00:00,16836750.078603957,12889798.4002332,-5553517.885430456,0.0
G03,2025-07-10 14:00:00,40033010.71592553,-1957958.6411503712,-30184171.87924978,0.0
G04,2025-07-10 14:00:00,48300674.75526323,6037010.326368013,-43811473.67074649,0.0
G05,2025-07-10 14:00:00,16062880.405525774,-1305300.2946714717,-4983217.688979213,0.0
G06,2025-07-10 14:00:00,31589865.965860356,-22516393.662723538,-18803488.03860393,0.0
G07,2025-07-10 14:00:00,45746142.50695616,-6363364.968963132,-38927812.71977511,0.0
G08,2025-07-10 14:00:00,26356654.753937285,1957962.978447597,-13387965.272111258,0.0
G09,2025-07-10 14:00:00,16185522.58658581,11258194.553677328,-4987938.354006056,0.0
G10,2025-07-10 14:00:00,41002645.02429517,-14521445.364343476,-31976091.2619357,0.0
G11,2025-07-10 14:00:00,33447986.29378533,12889826.174530054,-21118426.079525586,0.0
G12,2025-07-10 14:00:00,42116942.42418617,-1957953.377926329,-33521987.0070422,0.0
G13,2025-07-10 14:00:00,17276733.32341117,-326315.6760574228,-5818925.025668109,0.0
G14,2025-07-10 14:00:00,22247350.049709756,6852811.751352367,-9205166.655172084,0.0
G15,2025-07-10 14:00:00,50068130.45542011,5710649.100545829,-46939683.41463345,0.0
G16,2025-07-10 14:00:00,30267657.671436775,11747704.716405235,-17545174.5777777,0.0
G17,2025-07-10 14:00:00,48051132.879247084,-23658547.753095567,-43293157.35677858,0.0044444444444444444
G18,2025-07-10 14:00:00,43138432.76078713,9626588.940599818,-34939594.99655956,0.0
G19,2025-07-10 14:00:00,40179452.24829709,4568546.343540233,-30720654.732132558,0.0
G20,2025-07-10 14:00:00,8430053.969249016,-326313.1878985366,-1396976.5339600681,0.0
G21,2025-07-10 14:00:00,33365544.48634961,44053815.48205094,-20953607.824415192,0.0
G22,2025-07-10 14:00:00,7857953.426490909,1305307.637398136,-1392448.7884499691,0.0
G23,2025-07-10 14:00:00,43362293.45449815,8973923.397092048,-35545174.20964028,0.0
G24,2025-07-10 14:00:00,45344748.81622403,13542439.460152814,-38410757.727282576,0.0044444444444444444
G25,2025-07-10 14:00:00,32768929.759600595,-2121132.591604265,-19896585.372957528,0.0
G26,2025-07-10 14:00:00,31503146.68816974,4079038.5218138103,-18346675.824813254,0.0
G27,2025-07-10 14:00:00,26822165.61349772,326351.7970692586,,0.008888888888888889
G28,2025-07-10 14:00:00,49843993.10041772,-3915889.0655338047,-46766661.84291969,0.0
G29,2025-07-10 14:00:00,32397559.598507334,6852814.830097963,-19847359.408676393,0.0
G30,2025-07-10 14:00:00,44295630.2947888,14847751.876611471,-36747658.343699336,0.0
G31,2025-07-10 14:00:00,49394936.3146443,2121117.4903985127,-45855627.30812279,0.0
G32,2025-07-10 14:00:00,27005595.98080335,16968864.093584273,-13896969.077074165,0.0
G01,2025-07-10 14:15:00,51394807.436441906,11910847.598683205,-49696858.42077017,0.25
G02,2025-07-10 14:15:00,21164512.63021593,12889794.962036736,-8565662.04891052,0.25
G03,2025-07-10 14:15:00,41012864.81876875,-1957957.7503944598,-31656332.97176472,0.25
G04,2025-07-10 14:15:00,47594658.79481166,6037011.3356602425,-42540308.53003159,0.25
G05,2025-07-10 14:15:00,12520027.74187737,-1305301.655366219,-3046245.854050443,0.25
G06,2025-07-10 14:15:00,30181441.823897026,-22516393.17523219,-17160849.382210217,0.25
G07,2025-07-10 14:15:00,46129746.35860964,-6363362.486911988,-39526393.62996652,0.25
G08,2025-07-10 14:15:00,27785174.721270274,1957960.1420124187,-14831819.22316952,0.25
G09,2025-07-10 14:15:00,16224300.466424625,11258193.901016017,-4997251.793078767,0.25
G10,2025-07-10 14:15:00,39778357.652363844,-14521448.25055503,-30091463.58058359,0.25
G11,2025-07-10 14:15:00,36831721.68498505,12889825.638639566,-25589004.97610579,0.25
G12,2025-07-10 14:15:00,42837844.24652665,-1957955.6655834538,-34644608.84741454,0.25
G13,2025-07-10 14:15:00,19078805.19478756,-326318.61554682883,-7053928.736804748,0.25
G14,2025-07-10 14:15:00,23878518.920223817,6852810.470945897,-10616616.587345753,0.25
G15,2025-07-10 14:15:00,49044487.09625686,5710648.222600493,-45015774.74737489,0.25
G16,2025-07-10 14:15:00,28256710.574672323,11747701.07314608,-15289641.221089248,0.25
G17,2025-07-10 14:15:00,48897428.636360615,-23658545.460291777,-44820066.123067066,0.2544444444444444
G18,2025-07-10 14:15:00,41229017.12907531,9626589.686335979,-31934289.76897759,0.25
G19,2025-07-10 14:15:00,40726080.06688765,4568543.050293221,-31559829.197387364,0.25
G20,2025-07-10 14:15:00,6759939.665857621,-326312.6110057233,-936976.5171411373,0.25
G21,2025-07-10 14:15:00,35350770.38511621,44053815.60749344,-23521874.53802813,0.25
G22,2025-07-10 14:15:00,11817203.616725871,1305303.4271487037,-2802090.0086526996,0.25
G23,2025-07-10 14:15:00,42764831.18145591,8973922.115688791,-34564150.60363572,0.25
G24,2025-07-10 14:15:00,46109770.66824975,13542437.107272228,-39641898.65258448,0.2544444444444444
G25,2025-07-10 14:15:00,33106560.306146927,-2121132.6869229577,-20303546.17580085,0.25
G26,2025-07-10 14:15:00,33870322.65041111,4079039.251275173,-21303347.99856438,0.25
G27,2025-07-10 14:15:00,26788544.91447751,326354.3469307546,,0.2588888888888889
G28,2025-07-10 14:15:00,50425982.407550484,-3915889.060053518,-47865369.874937385,0.25
G29,2025-07-10 14:15:00,33722209.7580494,6852813.811266023,-21486382.166828167,0.25
G30,2025-07-10 14:15:00,45843891.96747297,14847752.602020163,-39360989.90535651,0.25
G31,2025-07-10 14:15:00,50574526.31976412,2121120.4968704367,-48095873.84669213,0.25
G32,2025-07-10 14:15:00,24614880.783970304,16968862.479601756,-11537969.857317463,0.25
G01,2025-07-10 14:30:00,51665014.7206913,11910847.654868072,-50219976.28376512,0.5
G02,2025-07-10 14:30:00,25795871.888824034,12889791.844999248,-12592161.161839759,0.5
G03,2025-07-10 14:30:00,41611585.351754144,-1957956.6834721593,-32562079.73989401,0.5
G04,2025-07-10 14:30:00,46682219.01698422,6037012.2762868265,-40925398.60324614,0.5
G05,2025-07-10 14:30:00,9110878.048216147,-1305302.834384342,-1623636.579810243,0.5
G06,2025-07-10 14:30:00,29561082.021253265,-22516392.558640208,-16455942.093413062,0.5
G07,2025-07-10 14:30:00,45745309.99880051,-6363359.758356348,-38810614.20847525,0.5
G08,2025-07-10 14:30:00,28784288.321161017,1957957.1259485425,-15882657.787930889,0.5
G09,2025-07-10 14:30:00,17334261.326618366,11258193.392905775,-5684566.803831531,0.5
G10,2025-07-10 14:30:00,38882782.68884025,-14521450.88238511,-28743590.344316892,0.5
G11,2025-07-10 14:30:00,39682366.7920668,12889825.03534674,-29689901.830117963,0.5
G12,2025-07-10 14:30:00,43230430.75445548,-1957957.4551128934,-35244696.609740786,0.5
G13,2025-07-10 14:30:00,20864754.761810455,-326321.5120718651,-8397585.966830472,0.5
G14,2025-07-10 14:30:00,25856811.570843935,6852809.353431536,-12465665.025104364,0.5
G15,2025-07-10 14:30:00,48005104.754141405,5710648.362286056,-43103941.8148736,0.5
G16,2025-07-10 14:30:00,26165742.986141752,11747696.955434795,-13097711.620670643,0.5
G17,2025-07-10 14:30:00,49751415.59331182,-23658542.724657588,-46396837.05922618,0.5044444444444445
G18,2025-07-10 14:30:00,38656452.64495015,9626590.26160855,-28100211.07077832,0.5
G19,2025-07-10 14:30:00,40857723.046472125,4568540.169273516,-31755768.2706573,0.5
G20,2025-07-10 14:30:00,7823572.494752032,-326312.2044477393,-1242909.3033115405,0.5
G21,2025-07-10 14:30:00,37189399.24551521,44053815.692595385,-26032976.151989855,0.5
G22,2025-07-10 14:30:00,15582385.629718175,1305299.6205468518,-4691907.520460782,0.5
G23,2025-07-10 14:30:00,42551855.48903603,8973920.864508396,-34208640.49648135,0.5
G24,2025-07-10 14:30:00,46228318.084045835,13542435.33963933,-39783853.65262068,0.5044444444444445
G25,2025-07-10 14:30:00,32967544.954512324,-2121132.2810468976,-20120199.878622625,0.5
G26,2025-07-10 14:30:00,35864652.072785914,4079040.308467287,-23966119.41001635,0.5
G27,2025-07-10 14:30:00,26751023.27192367,326356.4761310283,,0.5088888888888888
G28,2025-07-10 14:30:00,50450426.920635305,-3915889.0413405937,-47912044.20132148,0.5
G29,2025-07-10 14:30:00,35035736.58884891,6852813.119311128,-23176827.802610427,0.5
G30,2025-07-10 14:30:00,46615297.41200611,14847753.593368994,-40689117.4675183,0.5
G31,2025-07-10 14:30:00,51140904.67021326,2121123.5079360125,-49189891.42419946,0.5
G32,2025-07-10 14:30:00,21969077.826562613,16968861.16877613,-9175097.15792491,0.5
G01,2025-07-10 14:45:00,51291061.83384864,11910847.690707553,-49495347.8412699,0.75
G02,2025-07-10 14:45:00,30344686.205018047,12889789.30876522,-17352677.79337299,0.75
G03,2025-07-10 14:45:00,41807036.99438101,-1957955.4051394423,-32842583.966760006,0.75
G04,2025-07-10 14:45:00,45615114.87922764,6037013.239458079,-39076246.98194249,0.75
G05,2025-07-10 14:45:00,6472219.907496347,-1305303.6318535889,-813482.8939764667,0.75
G06,2025-07-10 14:45:00,29820645.41424302,-22516391.799226485,-16735887.831081111,0.75
G07,2025-07-10 14:45:00,44602975.55136502,-6363356.016005446,-36840872.84735708,0.75
G08,2025-07-10 14:45:00,29330965.011197522,1957954.0035440645,-16465202.912928851,0.75
G09,2025-07-10 14:45:00,19265400.31580668,11258192.954267833,-7002533.066917716,0.75
G10,2025-07-10 14:45:00,38404504.288785115,-14521453.255431961,-28028067.846134096,0.75
G11,2025-07-10 14:45:00,41930346.70865357,12889824.443516357,-33139922.957337353,0.75
G12,2025-07-10 14:45:00,43279342.0521847,-1957958.5735901885,-35284712.76879388,0.75
G13,2025-07-10 14:45:00,22530324.9848716,-326324.3517711118,-9758620.52980958,0.75
G14,2025-07-10 14:45:00,27990567.076898653,6852808.3827885445,-14625873.272909246,0.75
G15,2025-07-10 14:45:00,47021864.54683204,5710648.925198359,-41330917.3245102,0.75
G16,2025-07-10 14:45:00,24140793.732002594,11747692.513061542,-11124550.344884507,0.75
G17,2025-07-10 14:45:00,50555713.753436655,-23658539.649629932,-47915272.213579625,0.7544444444444445
G18,2025-07-10 14:45:00,36535752.64784163,9626590.476055648,-25124967.543303628,0.7433333333333333
G19,2025-07-10 14:45:00,40569631.11216511,4568537.052801869,-31295490.85232067,0.75
G20,2025-07-10 14:45:00,10794887.785839919,-326312.26140223094,-2294200.119030659,0.75
G21,2025-07-10 14:45:00,38784512.41947087,44053815.780182935,-28314721.722146496,0.75
G22,2025-07-10 14:45:00,19078458.173550766,1305295.5353815674,-6927101.353805825,0.75
G23,2025-07-10 14:45:00,42744936.55783571,8973919.728035841,-34502987.80808518,0.75
G24,2025-07-10 14:45:00,45700021.94798799,13542434.234174369,-38831044.393503785,0.7544444444444445
G25,2025-07-10 14:45:00,32359098.288299203,-2121131.4127142993,-19365575.98858735,0.75
G26,2025-07-10 14:45:00,37415769.25179847,4079041.7512711515,-26148548.466913793,0.75
G27,2025-07-10 14:45:00,26710216.580218155,326358.1471390711,,0.7588888888888888
G28,2025-07-10 14:45:00,49916448.3779532,-3915888.9968376267,-46903620.190409616,0.75
G29,2025-07-10 14:45:00,36254303.20543282,6852812.739130277,-24802742.724245016,0.75
G30,2025-07-10 14:45:00,46597700.19440493,14847754.872074567,-40647347.190232426,0.75
